기관명,기관구분,주소,홈페이지
동래직업재활센터,정신재활시설,부산광역시금정구중앙대로209310층,blog.naver.com/dongrae20044
동산의료원,기초정신건강복지센터,대구광역시달성군옥포읍비슬로458길6-23층,www.mind119.or.kr
동산정신건강의학과의원,의원,대구광역시동구송라로86대한빌딩4층(신천동),
동서울정신건강의학과의원,의원,서울특별시광진구자양로186-11층(구의동),
동아대학교병원,상급종합병원,부산광역시서구대신공원로26(동대신동3가),
동아대학교병원,광역정신건강복지센터,부산광역시남구수영로299루미너스타원12층,www.busaninmaum.com
동아메디병원,기초정신건강복지센터,대구광역시수성구수성로213,www.belami.or.kr
동안정신건강의학과의원,의원,경기도안양시동안구시민대로175301호(비산동동안프라자),
동양의료재단연세사랑병원,병원,경상남도창원시진해구행암로76(장천동),
동영의료재단상록병원,기초정신건강복지센터,부산광역시동래구명륜로187번길56동래구보건소4층,www.dnmhc.co.kr
동작구정신건강복지센터,기초정신건강복지센터,서울특별시동작구남부순환로2025,www.dongjak.go.kr
동작구보건소,보건소,서울특별시동작구장승배기로10길42,
동작아이존,정신재활시설,서울특별시동작구국사봉길109,www.djaizone.or.kr
동탄정신건강의학과의원,의원,경기도화성시동탄순환대로704A동302호(영천동),
동해동인병원,기초정신건강복지센터,강원도동해시청운로96(쇄운동)1층,www.dhmhc.or.kr
동해동인병원,기초정신건강복지센터,강원도삼척시척주로76,www.scmhc.or.kr
동해동인병원,기초정신건강복지센터,강원도태백시태백로905(황지동보건소),www.Happymind-tb.or.kr
동해시보건소,보건소,강원도동해시천곡로100-2,
동해정신건강의학과의원,의원,울산광역시남구중앙로2394층(신정동),
동행,정신재활시설,대전광역시중구유천로48번길31(유천동),www.dh2014.or.kr
동행,정신재활시설,전라북도임실군임실읍호국로1716-15,www.go-with.co.kr
동화정신건강의학과의원,의원,서울특별시광진구능동로385-1(중곡동),
두드림마음건강센터,정신재활시설,서울특별시양천구등촌로1944층,cafe.daum.net/dodmhc
두드림정신건강의학과의원,의원,대구광역시북구침산로138명성프라임402호(침산동),
두드림정신과의원,의원,경기도부천시길주로181802~803호(중동골든벨타워),
두온,정신재활시설,경기도용인시기흥구상갈로23번길2204호,
둥근나래꿈남성홈,정신재활시설,전라북도익산시목천로2293층,http://둥근마음.kr
둥근나래꿈여성홈,정신재활시설,전라북도익산시목천로2293층,http://둥근마음.kr
둥근마음,정신재활시설,전라북도익산시목천로229,http://둥근마음.kr
드림빌1,정신재활시설,대구광역시남구중앙대로26길13하이디빌301호,benest.or.kr
드림빌2,정신재활시설,대구광역시남구중앙대로26길13하이디빌201호,benest.or.kr
드림정신건강의학과의원,의원,광주광역시동구제봉로273층(학동),
드림정신건강의학과의원,의원,충청북도청주시흥덕구2순환로1240602호(강서동MK빌딩),
드림하우스(구사랑마을),정신재활시설,서울특별시중랑구망우로74가길9,igonggam.net
디딤돌,정신재활시설,서울특별시도봉구도당로27길472층,ddimdol.biz
디딤병원,병원,경기도부천시부천로29번길7부천메디컬프라자5~10층(심곡동),
디딤정신건강의학과의원,의원,경기도화성시동탄대로489우성KTX타워8층801806-1호(오산동),
디딤정신건강의학과의원,의원,서울특별시노원구노해로4885층(상계동),
디딤정신건강의학과의원,의원,서울특별시서초구동작대로118503호(방배동예다인프라자),
디딤정신건강의학과의원,의원,경기도안양시동안구시민대로2141101호(호계동다운타운빌딩),
디딤정신건강의학과의원,의원,경기도의정부시청사로50204호(금오동),
디딤정신과의원,의원,서울특별시송파구올림픽로119(잠실동파인애플상가4B29호),
디딤터,정신재활시설,충청북도청주시서원구현도면우록4길126,www.didimter.com
라끄리니정신건강의학과의원,의원,경기도성남시분당구성남대로385504호(정자동분당클리닉빌딩),
라엘마음병원,병원,경기도고양시덕양구중앙로628예일프라자7층6층(607608)호(화정동),
라엘정신건강의학과의원,의원,서울특별시영등포구양평로9910층(양평동4가),
라온,정신재활시설,경기도포천시삼육사로2029엘리트빌리지가동,www.laon.or.kr
라온의집,정신재활시설,충청남도홍성군홍성읍대내길97번지,http://www4.uilwon.org
라온정신건강의학과의원,의원,인천광역시연수구컨벤시아대로69(송도동밀레니엄상가7층706-1호),
라움정신건강의학과의원,의원,경상남도양산시양산역6길33층305호(중부동센트럴스위트),
라임정신건강의학과의원,의원,서울특별시영등포구국제금융로78홍우빌딩3층1호(여의도동),
라임정신건강의학과의원,의원,서울특별시서초구신반포로3길8301호(반포동반포프라자),
라파의집,정신재활시설,충청북도증평군증평읍외룡길32-24,www.rapa.kr
라헬정신건강의학과의원,의원,경기도부천시길주로284416호417호헤리움메트로타워(중동),
레브린정신건강의학과의원,의원,서울특별시강남구삼성로140길6라파빌딩2층(청담동),
로뎀나무,정신재활시설,서울특별시서대문구증가로24마길19101호,www.rodemnamu.or.kr
로뎀나무정신건강의학과의원,의원,울산광역시남구삼산로2167층(달동인성빌딩),
로뎀정신건강의학과의원,의원,광주광역시서구상무대로992장성강정형외과2층(쌍촌동),
로뎀정신건강의학과의원,의원,부산광역시북구화명대로20대성빌딩10층(화명동),
로뎀정신건강의학과의원,의원,전라남도광양시중마중앙로602층(중동),
로뎀정신과의원,의원,서울특별시강남구삼성로96길27401호(삼성동진솔빌딩),https://www.goodoc.co.kr/hospitals/35072
루이스정신건강의학과의원,의원,경상남도창원시성산구마디미서로26(상남동한독빌딩),
류정신건강의학과의원,의원,부산광역시사하구낙동대로4476층(하단동),
류정신건강의학과의원,의원,제주특별자치도제주시건주로223층(삼양이동),
류정신건강의학과의원,의원,전라북도익산시중앙로6(중앙동1가),
류정신건강의학과의원,의원,경상북도영천시완산로463층(완산동),
류한욱정신과의원,의원,서울특별시강남구학동로342(논현동301301-1호),https://www.modoodoc.com/hospital/6317/%EB%A5%98%ED%95%9C%EC%9A%B1%EC%A0%95%EC%8B%A0%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EA%B0%95%EB%82%A8%EA%B5%AC-%EB%85%BC%ED%98%84%EB%8F%99/
리본병원,병원,서울특별시구로구경인로393-7일이삼전자타운567층(고척동),
리앤리,정신재활시설,인천광역시연수구한나루로186번길54,
리앤박정신건강의학과의원,의원,부산광역시연제구중앙대로1114(연산동4층일부),
리즈정신건강의학과의원,의원,부산광역시남구수영로182-1(대연동리즈메디칼4층),
리커버리하우스,정신재활시설,서울특별시관악구남부순환로172길116(신림동)2층,www.1wool.or.kr
마곡정신건강의학과의원,의원,서울특별시강서구마곡중앙로161-17보타닉파크타워Ⅰ4층401호(마곡동),
마나스정신건강의학과의원,의원,서울특별시관악구장군봉1길563층(봉천동우형빌딩),https://blog.naver.com/manasclinic
마리정신과의원,의원,경기도하남시신장로156407호(덕풍동하남프라자),
마마라정신건강의학과의원,의원,경기도수원시팔달구아주로33층(우만동대학빌딩3층일부(301호)),
마마라정신건강의학과의원,의원,경기도성남시중원구성남대로11443층(성남동),
마산정신요양원,정신요양시설,경상남도창원시마산합포구진북면진북산업로622-60,www.msmental.or.kr
마야정신요양원,정신요양시설,경상북도영천시북안면내서로55-24,maya88.co.kr
마음건강,정신재활시설,전라북도전주시완산구권삼득로40(1층),http://www.mhwc.or.kr
마음건강복지관,정신재활시설,전라북도전주시완산구물왕멀2길20-29(2~5층),http://www.mhwc.or.kr
마음건강회복홈,정신재활시설,전라북도전주시완산구물왕멀2길25,http://www.mhwc.or.kr
마음건강힐링홈,정신재활시설,전라북도전주시완산구물왕멀2길20-17,http://www.mhwc.or.kr
마음공간정신건강의학과의원,의원,서울특별시종로구세종대로1599층(세종로),
마음공감정신건강의학과의원,의원,경기도고양시덕양구화정로53303호(화정동새롬프라자),
마음과마음정신건강의학과의원,의원,경기도시흥시정왕대로2304층405호(정왕동제일프라자),
마음과마음정신건강의학과의원,의원,서울특별시서초구강남대로39길6-212층(서초동),
마음과마음정신건강의학과의원,의원,서울특별시동대문구고산자로399304호305호(용두동),
마음과마음정신건강의학과의원,의원,대구광역시수성구달구벌대로22955층(수성동4가),
마음과마음정신건강의학과의원,의원,경상남도창원시의창구원이대로591(용호동엑스플러스빌딩8층),
마음과마음정신과의원,의원,경기도용인시수지구문정로136층(풍덕천동중수프라자),
마음과마음정신과의원,의원,서울특별시구로구도림로65한정빌딩2층(구로동),
마음과마음정신과의원,의원,인천광역시연수구청능대로1033층(연수동비와이씨빌딩),
마음과마음정신과의원,의원,경기도고양시일산서구중앙로1426511호(주엽동일송노블레스),
마음과사람정신건강의학과의원,의원,서울특별시마포구마포대로53마포트라팰리스C동206호(도화동),
마음과정신건강의학과의원,의원,서울특별시강서구화곡로1613층303호(화곡동대성빌딩),
마음나눔정신건강의학과의원,의원,광주광역시남구제석로1105층(봉선동메가시티),
마음누리정신건강의학과의원,의원,서울특별시동작구동작대로75층(사당동),
마음누리정신과의원,의원,서울특별시강남구삼성로155419420호(대치동대치퍼스트빌딩),
마음똑똑정신건강의학과의원,의원,경기도수원시영통구중부대로266-12층(매탄동),
마음무늬정신건강의학과의원,의원,서울특별시마포구월드컵로3길14(합정동마포한강2차푸르지오),
마음미소정신건강의학과의원,의원,경기도고양시일산동구정발산로38장항동이스턴시티207호(장항동),
마음미소정신건강의학과의원,의원,경기도부천시부천로29번길7부천메디컬프라자주건축물1동302호(심곡동),
마음벗김종범정신과의원,의원,서울특별시강북구도봉로3295층(수유동),
마음본정신건강의학과의원,의원,경기도화성시동탄순환대로127-17우성메디피아408호(산척동),
마음봄정신건강의학과의원,의원,서울특별시동작구상도로2474층(상도동),
마음빛정신건강의학과의원,의원,경기도성남시중원구산성대로248-23층(중앙동),
마음사랑의집,정신재활시설,전라북도정읍시수성택지3길28,www.maumsarangzip.com
마음사랑정신건강의학과의원,의원,전라북도익산시무왕로11143층(어양동정암빌딩),
마음사랑정신건강의학과의원,의원,서울특별시마포구신촌로16길43층(노고산동),
마음사랑정신건강의학과의원,의원,강원도원주시평원로62(평원동),
마음사랑정신건강의학과의원,의원,대전광역시서구둔산로134302호(둔산동),
마음샘정신건강의학과의원,의원,서울특별시서초구서초대로302502호(서초동교대역인앤인오피스),
마음샘정신재활센터,정신재활시설,경기도수원시장안구경수대로754번길26-17,ikpr.or.kr
마음셈정신건강의학과의원,의원,경기도부천시부일로203상동스카이뷰자이204호일부(상동),
마음숲정신건강의학과의원,의원,대구광역시수성구달구벌대로32615층(신매동),
마음쉼정신건강의학과의원,의원,서울특별시강남구강남대로238스카이쏠라빌딩10층(도곡동),
마음아안녕정신건강의학과의원,의원,경기도화성시동탄대로495동탄역리치안406호(오산동),
마음안정신건강의학과의원,의원,서울특별시강동구올림픽로6516층(천호동),
마음애병원,기초정신건강복지센터,충청남도천안시서북구서부8길292층,www.cancenter.or.kr
마음앤정신건강의학과의원,의원,충청북도충주시봉계1길54(칠금동),
마음엔정신건강의학과의원,의원,충청남도아산시시민로364-334층(온천동중화한의원),
마음연정신건강의학과의원,의원,서울특별시서초구방배로1113층(방배동),
마음온정신건강의학과의원,의원,부산광역시부산진구새싹로10-1(부전동),
마음의뜰정신건강의학과의원,의원,서울특별시양천구목동동로268신한빌딩5층(목동),
마음의날씨정신건강의학과의원,의원,경기도안산시단원구선부광장1로82서림프라자3층305호(선부동),
마음의지도정신건강의학과의원,의원,서울특별시강서구강서로1862층(화곡동),
마음의평화정신건강의학과의원,의원,전라북도전주시완산구용머리로57602호(효자동1가전주크리닉센타),
마음이편한정신과의원,의원,충청남도공주시우금티로5132층(금학동),
마음자리,정신재활시설,서울특별시양천구목동중앙남로16다길9204호,maumjary.co.kr
마음자리,정신재활시설,인천광역시남동구경인로599번길26-6좋은하루다동201202호,cafe.naver.com/maum0129
마음자리정신과의원,의원,경기도군포시산본천로62409호(산본동인베스텔),
마음정신건강의학과의원,의원,인천광역시서구서곶로293(심곡동),
마음정신건강의학과의원,의원,서울특별시송파구송파대로404-12층지하1층(송파동),
마음정원정신건강의학과의원,의원,인천광역시연수구신송로153더마란츠타워202호(송도동),
마음찬정신건강의학과의원,의원,경기도광명시오리로973광천빌딩302호(광명동),
마음초롱정신건강의학과의원,의원,경기도용인시기흥구죽전로29(보정동포레스트프라자),
마음터,정신재활시설,충청남도천안시서북구서부8길103층,
마음토닥정신건강의학과의원,의원,경기도안산시단원구광덕대로174C동518호(고잔동월드타운),
마음편한정신건강의학과의원,의원,전라남도강진군강진읍평동2길30지스퀘어플러스2층,
마음편한정신건강의학과의원,의원,경기도고양시일산서구중앙로1575501호(대화동그린코아),
마음편한정신건강의학과의원,의원,서울특별시도봉구노해로63길78502호(창동신원빌딩),
마음편한정신건강의학과의원,의원,강원도원주시서원대로406503호(단구동),
마음편한정신건강의학과의원,의원,충청북도청주시흥덕구풍산로26(가경동대한빌딩2층),
마음편한정신건강의학과의원,의원,대전광역시동구동서대로16714층(용전동),
마음편한정신건강의학과의원,의원,전라북도전주시완산구용머리로1564층(효자동1가),
마음편한정신건강의학과의원,의원,광주광역시남구대남대로3423층(월산동월산회관),
마음편한정신건강의학과의원,의원,경상북도영주시광복로743층(하망동),
마음편한정신건강의학과의원,의원,경상남도창원시성산구동산로124성원아파트성원종합상가5층515호(상남동),
마음편한집,정신요양시설,충청남도천안시동남구동면동산행암길44-67,www.mindmind.net
마음행복정신건강의학과의원,의원,인천광역시서구중봉대로586번길9-4쓰리엠타워504505호(연희동),
마인드,정신재활시설,서울특별시동대문구전농로38길3523층,www.마인드.com
마인드닥터주니어정신건강의학과의원,의원,서울특별시중랑구망우로353C동301호(상봉동현대이노시티),
마인드랩공간정신건강의학과의원,의원,서울특별시강남구언주로130길10지하2층(논현동),
마인드병원,병원,대전광역시서구대덕대로242번길48유니온빌딩,
마인드병원,중독관리통합지원센터,대전광역시대덕구중리서로423층(중리동),www.ddgacc.com
마인드애플정신건강의학과의원,의원,대구광역시수성구동대구로311범어애플타워9층902호(범어동),
마인드풀정신건강의학과의원,의원,부산광역시수영구수영로6998층801호(수영동수영동디온플레이스),
마인드필정신건강의학과의원,의원,대구광역시북구침산남로1366층(침산동동성빌딩),
마인드힐링정신건강의학과의원,의원,서울특별시강남구선릉로86길17702호(대치동선릉엠티빌딩),
마인드힐정신건강의학과의원,의원,서울특별시종로구새문안로69구세군회관706호(신문로1가),
마중물,정신재활시설,대전광역시대덕구중리동로27번길14-11,
마포구보건소,보건소,서울특별시마포구월드컵로212,
맑은마음정신건강의학과의원,의원,충청남도천안시서북구충무로2154층(쌍용동),
맑은마음정신과의원,의원,경기도고양시일산동구중앙로1072401호(백석동아이비프라자),
맑은마음정신과의원,의원,경상북도구미시신시로75(형곡동),
맑은샘,정신재활시설,서울특별시강동구구천면로28길21401호(천호동),igonggam.net
맑은샘사회복귀시설,정신재활시설,광주광역시서구독립로200,www.gjw.or.kr/malknsem
맑은샘정신건강의학과의원,의원,대구광역시달서구이곡동로235층503호(이곡동),
맑은샘정신건강의학과의원,의원,서울특별시강서구강서로43-17(화곡동),
맑은세상정신건강의학과의원,의원,경기도성남시분당구성남대로38403호(구미동비즈바이코리아),
맑은정신건강의학과의원,의원,전라북도전주시완산구충경로50(중앙동3가),
맑은정신건강의학과의원,의원,부산광역시사하구낙동남로1392(하단동),
맑은정신건강의학과의원,의원,강원도춘천시경춘로23622층201호(온의동),
맑음정신건강의학과의원,의원,경상남도양산시동면금오로255305호,
맘정신건강의학과의원,의원,전라북도전주시덕진구기린대로481동원타워5층(덕진동1가),
맘튼정신건강의학과의원,의원,대구광역시달서구월배로1473층302호(진천동),
맘편한정신건강의학과의원,의원,경기도부천시부일로2934층5층(상동엘티타워),
멋진월요일,정신재활시설,서울특별시성동구성덕정길1164층,wm.ggcoop.or.kr
메드윌병원,병원,부산광역시금정구중앙대로1951(구서동메드월병원),
메디플렉스세종병원,종합병원,인천광역시계양구계양문화로20(작전동),
메리놀병원,기초정신건강복지센터,부산광역시중구중구로70-14층,www.jmhc.co.kr
메타메디병원,병원,경기도화성시동탄원천로338-7동탄V프라자3~7층(능동),
메트로병원,병원,경상남도창원시의창구평산로219번길3(서상동),
메티스정신과의원,의원,서울특별시강남구언주로4134층(역삼동),
멘토스병원,병원,서울특별시동대문구한천로49(답십리동),
명륜신경정신과의원,의원,서울특별시종로구대학로144(혜화동중원빌딩),
명신경정신과의원,의원,대구광역시수성구달구벌대로3209(신매동),
명원정신건강의학과의원,의원,경상남도진주시진양호로526(본성동백상빌딩),
명정신건강의학과의원,의원,전라남도목포시옥암로147(상동),
명지병원,기초정신건강복지센터,서울특별시강서구공항대로561강서구보건소지하1층,www.kscmhc.or.kr/
명지정신건강의학과의원,의원,부산광역시강서구명지국제8로264삼성프라자4층402호(명지동),
모란정신건강의학과의원,의원,경기도성남시중원구성남대로1130번길35층501호(성남동엠스퀘어),
목동하늘샘,정신재활시설,서울특별시양천구목동중앙남로9길28-1201호,fountainhouse.or.kr
목포기독병원,종합병원,전라남도목포시백년대로303(상동),
목포시정신건강복지센터,기초정신건강복지센터,전라남도목포시석현로48(2층),www.jncsw.org/mmhc
목포시중독관리통합지원센터,중독관리통합지원센터,전라남도목포시석현로48(하당보건지소),www.mokpocity.com
목포시보건소,보건소,전라남도목포시원산로45번길5,
목포시의료원,공립,전라남도목포시이로로18,
목포시의료원,종합병원,전라남도목포시이로로18(용해동),
목포한국병원,종합병원,전라남도목포시영산로483(상동),
목화밭,정신재활시설,경기도남양주시경춘로양골2길11-6B동201호(금곡동),www.목화밭.kr
무등정신건강의학과의원,의원,광주광역시북구동문대로1793층(두암동),
무안군정신건강복지센터,기초정신건강복지센터,전라남도무안군무안읍무안로530,www.muan.go.kr
무안군보건소,보건소,전라남도무안군무안읍무안로530,
무주군정신건강복지센터,기초정신건강복지센터,전라북도무주군무주읍한풍루로413,www.muju.go.kr
무주군보건의료원,보건소,전라북도무주군무주읍한풍루로413,
무주리(술없는마을),정신재활시설,강원도동해시월평로49규수방아파트102동504호,
무지개둥지,정신재활시설,서울특별시은평구연서로45-2,caf?.daum.net/psygrouphome
무지개마을,정신요양시설,제주특별자치도제주시아봉로449-1(월평동),www.gongsaeng.or.kr
무지개병원,병원,광주광역시서구경열로1221-6층(양동),
문경대학교,기초정신건강복지센터,경상북도문경시신흥로165(2층),www.mgmind.or.kr
문경서정신건강의학과의원,의원,서울특별시광진구능동로390(중곡동),
문경시보건소,보건소,경상북도문경시점촌1길9,
문석호정신건강의학과의원,의원,경상남도창원시마산합포구해안대로15파라다이스빌딩4층404-3호(해운동),
문성실정신건강의학과의원,의원,경기도의정부시시민로1203층(의정부동은덕빌딩),
문정신건강의학과의원,의원,경기도광명시범안로10553층301호(하안동세일빌딩),
문철훈신경정신과의원,의원,광주광역시북구경열로1983층(유동),
문홍세신경정신과의원,의원,서울특별시강남구강남대로524(논현동),
문화정신건강의학과의원,의원,서울특별시은평구은평로1942층203204호(응암동),
미강정신건강의학과의원,의원,경기도광명시오리로8612층201호(철산동대성빌딩),
미래병원,병원,경상북도구미시여헌로3023층(인의동),
미래병원,병원,전라북도김제시금구면낙산1길74-1(),
미래병원,기초정신건강복지센터,전라북도김제시성산길138,www.gimjemind.or.kr
미래신경정신과의원,의원,경기도안양시만안구안양로2533층(안양동신양빌딩),
미래정신건강의학과의원,의원,경기도화성시떡전골로72-34층402호(병점동),
미래정신건강의학과의원,의원,대전광역시대덕구계족산로23층(중리동),
미래정신과의원,의원,인천광역시남동구성말로13번길153층9호(구월동메인프라자),
미래정신과의원,의원,경기도군포시산본로323번길16-25401호(산본동삼일빌딩),
미래지움,정신재활시설,대구광역시북구대학로61-1,happylog.naver.com/mirezium
미소드림정신과의원,의원,경기도수원시팔달구덕영대로923-10(매산로1가204호),
미소마음정신건강의학과의원,의원,울산광역시남구삼산로266굿모닝클리닉13층1301호(삼산동),
미소인정신건강의학과의원,의원,부산광역시부산진구골드테마길34층(범천동),
미소정신건강의학과의원,의원,경기도고양시일산서구중앙로1565503호(대화동메드위즈빌딩),
미소정신건강의학과의원,의원,서울특별시마포구마포대로52207호(도화동고려아카데미텔Ⅱ),
미소정신건강의학과의원,의원,서울특별시강남구논현로841제이비미소빌딩3층310호(신사동),
미소진정신과의원,의원,경기도부천시길주로87202호(상동에이플러스),
미아정신건강의학과의원,의원,서울특별시강북구도봉로403층(미아동대경빌딩),
미주병원,병원,대구광역시달서구당산로138(성당동),
미추홀구보건소,보건소,인천광역시미추홀구주안서로25,
미추홀하우스,정신재활시설,인천광역시미추홀구경인로268번길33-13,
민들레병원,중독관리통합지원센터,경기도파주시조리읍봉천로68,www.pajuacc.com
민들레병원,병원,경기도파주시탄현면소리개길74-17(민들레병원),
민정신건강의학과의원,의원,서울특별시마포구성암로189지하1층B104-1호(상암동중소기업DMC타워),
민중병원,병원,강원도원주시신림면용소막길20-1(신림면),
밀양시정신건강복지센터,기초정신건강복지센터,경상남도밀양시삼문중앙로41,www.mirmind.miryang.go.kr
밀양시보건소,보건소,경상남도밀양시삼문중앙로41,
바람숲,정신재활시설,경기도김포시대서명로8번길21형우이즈뷰나동,www.baramsoop.or.kr
바른정신건강의학과의원,의원,대구광역시북구동북로1685층(산격동),
박남진정신건강의학과의원,의원,전라북도익산시무왕로1116(어양동),
박동건신경정신과의원,의원,울산광역시중구중앙길69(성남동),
박동철신경정신과의원,의원,경기도안양시만안구안양로303701호(안양동안양메쎄타워),
박무헌정신과의원,의원,인천광역시연수구앵고개로2503층(동춘동연수메디칼빌딩),
박민성정신건강의학과의원,의원,부산광역시사하구낙동남로14176층(하단동),
박상욱휴정신건강의학과의원,의원,제주특별자치도제주시중앙로3373층301호(이도이동),
박숙현정신건강의학과의원,의원,부산광역시수영구수영로382(남천동광림빌딩5층),
박순재정신건강의학과의원,의원,대구광역시북구학정로429302호(동천동로데오프라자),
박신경정신과의원,의원,서울특별시동대문구왕산로453층301호(용두동KYTOWER),
박신영정신건강의학과의원,의원,서울특별시동작구시흥대로6644층(신대방동),
박애원,정신요양시설,경기도고양시일산동구상지석길441,www.barw.co.kr
박언규정신건강의학과의원,의원,서울특별시동작구동작대로89404호(사당동골든시네마타워),
박영숙정신건강의학과의원,의원,부산광역시해운대구센텀2로20804호(우동센텀타워메디칼),
박영우정신건강의학과의원,의원,대구광역시동구아양로51-1(신암동),
박인순신경정신과의원,의원,부산광역시동구중앙대로371(수정동),
박재순신경정신과의원,의원,서울특별시노원구노해로501304호(상계동),
박재홍정신과의원,의원,경기도용인시기흥구중부대로343-1(신갈동동원빌딩),
박정신건강의학과의원,의원,제주특별자치도서귀포시중정로53(서귀동),
박정신건강의학과의원,의원,서울특별시은평구통일로7415층(대조동),
박정신건강의학과의원,의원,충청북도청주시서원구사직대로276(사직동박정신과의원),
박정신건강의학과의원,의원,경상남도양산시삼일로104(중부동),
박종철신경정신과의원,의원,서울특별시종로구새문안로5가길3-1505호(당주동),
박종호정신건강의학과의원,의원,전라북도익산시인북로164(남중동),
박주형신경정신과의원,의원,서울특별시중구을지로196202호(을지로4가경명빌딩),
박지혜정신건강의학과의원,의원,경상남도진주시사들로83미일빌딩3층302호(충무공동),
박지훈정신건강의학과의원,의원,부산광역시남구수영로330신화빌딩3층(대연동),
박진생정신건강의학과의원,의원,서울특별시강남구테헤란로313216217호(역삼동성지하이츠1),
박진억신경정신과의원,의원,서울특별시관악구남현길73층(남현동),
박창증정신건강의학과의원,의원,서울특별시종로구종로22인주빌딩604호(서린동),
박희관정신건강의학과의원,의원,서울특별시강북구도봉로328306호(번동가든타워),
반야월정신건강의학과의원,의원,대구광역시동구안심로3686층(신서동남일빌딩),
밝은길,정신재활시설,서울특별시중랑구상봉중앙로5가길482층,07082869554.kt
밝은마을정신건강의학과의원,의원,전라남도순천시이수로3193층(조례동세븐빌딩),
밝은마음병원,병원,전라남도나주시남평읍세남로1566-3(),
밝은마음정신건강의학과의원,의원,인천광역시연수구독배로492층(옥련동럭키빌딩),
밝은마음정신건강의학과의원,의원,경기도수원시영통구중부대로250-1(매탄동),
밝은마음정신건강의학과의원,의원,경기도안산시단원구선부광장1로38301307308호(선부동상록타운),
밝은마음정신건강의학과의원,의원,전라북도군산시공단대로3962층(나운동고려빌딩),
밝은마음정신건강의학과의원,의원,광주광역시서구죽봉대로765층(농성동),
밝은마음정신과의원,의원,경기도안양시동안구평촌대로223번길59403호(호계동서련코아),
밝은미래정신건강의학과의원,의원,서울특별시강동구천호대로1006(성내동),
밝은미래정신과의원,의원,경기도수원시영통구봉영로1569(영통동),
밝은미소정신건강의학과의원,의원,경기도고양시일산동구중앙로12024층일부호(마두동우리은행일산지점),
밝은서울정신건강의학과의원,의원,서울특별시서초구동작대로704층(방배동),
밝은세상,정신재활시설,대전광역시중구대종로449(대흥동),www.rworld.co.kr
밝은연세정신건강의학과의원,의원,경기도평택시평택2로20번길11(평택동),
밝은정신건강의학과의원,의원,제주특별자치도서귀포시중앙로91(서귀동),
밝은정신건강의학과의원,의원,대구광역시수성구달구벌대로2570214호(만촌동수성아크로타워),
방주의집,정신요양시설,세종특별자치시전동면솔티로293-3,www.ewhalove.or.kr
배석주정신건강의학과의원,의원,경기도성남시중원구광명로5401호(성남동),
배신경정신과의원,의원,경상남도창원시마산합포구서성로56(신포동2가배신경정신과의원),
배철정신건강의학과의원,의원,전라북도전주시덕진구사평로382층(덕진동1가),
백두병원,국립,강원도양구군양구읍박수근로417-12,
백두병원,병원,강원도양구군양구읍금강산로510(),
백산정신건강의학과의원,의원,서울특별시금천구시흥대로276(독산동),
백상정신건강의학과의원,의원,서울특별시강서구공항대로426405호(화곡동VIP오피스텔),
백상정신과의원,의원,서울특별시구로구경서로6(고척동),
백상창정신건강의학과의원,의원,서울특별시강서구마곡동로4길233층301호(마곡동레지던스루체브릿지호텔),
백성욱정신건강의학과의원,의원,부산광역시연제구중앙대로11082층(연산동),
백정신건강의학과의원,의원,대구광역시중구달구벌대로21266층(봉산동미래에셋증권),
백정신건강의학과의원,의원,전라북도익산시선화로88강남빌딩3층(모현동1가),
백제정신과의원,의원,충청남도공주시무령로2363층(중동금강의료연합),
백준형정신건강의학과의원,의원,부산광역시수영구수영로669(광안동신세계메디칼빌딩5층),
버팀목,정신재활시설,대전광역시중구문창로123(문창동),blog.naver.com/btm6767
벌교삼호병원,기초정신건강복지센터,전라남도보성군송재로153.2층,www.bsmind.or.kr
범어힐정신건강의학과의원,의원,대구광역시수성구동대구로2787층701호(범어동),
베네스트마음건강센터,정신재활시설,대구광역시달서구학산로246(송현2동)삼정빌딩2층,www.benest.or.kr
베드로병원,병원,강원도춘천시공지로270270,
베드로신경정신과의원,의원,서울특별시성북구동소문로92지상8층(동소문동5가),
베스트병원,병원,대구광역시달서구달구벌대로169056789층(두류동),
베이직병원,병원,서울특별시도봉구삼양로610지하1층층지상1234호(쌍문동산수디앤씨),
벧엘의사닥다리,정신재활시설,경상북도포항시남구청림서길35번길2미성빌라403호,http://besorravine.co.kr
벧엘클럽하우스,정신재활시설,경상남도양산시상북면수서로349-94,www.bethelhouse.kr
변영돈신경정신과의원,의원,서울특별시강남구선릉로340대치EM프라자405호(대치동),
변재영정신건강의학과의원,의원,서울특별시동작구장승배기로103(노량진동),
별뜰,정신재활시설,충청북도옥천군옥천읍삼청3길40,www.starsquare.kr
별자리,정신재활시설,강원도원주시소초면둔둔로217-19,
보금자리,정신재활시설,대전광역시유성구유성대로694번길953층(봉명동),cafe.daum.net/bokumjary15
보금자리,정신재활시설,충청남도아산시초사길3-88,http://cafe.daum.net/asanbogumjari
보듬자리,정신재활시설,부산광역시금정구금샘로52,
보람의집,정신재활시설,충청남도논산시연산면한전2길45-13,www.borams-house.com
보령시정신건강복지센터,기초정신건강복지센터,충청남도보령시보령남로234,www.brcn.go.kr/health.do
보령시보건소,보건소,충청남도보령시남포면보령남로234(봉덕리37-4번지),
보배정신건강상담센터,정신재활시설,전라북도익산시인북로2길53,http://cafe.daum.net/hopenet
